,Smiles,Standard Value
2918,CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1,40.8
2932,CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1,40.8
2935,CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1,40.8
3146,CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1,40.8
1275,COc1cc(OCc2nc(-c3ccc(Br)cc3)no2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,40.74
2787,Cl.Cl.Nc1nc(C(=O)NCc2ccccn2)cn2c1nc1ccccc12,40.6
3193,N#Cc1c(-c2ccccc2)nc(N)nc1-c1cccs1,40.6
521,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O,40
1021,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O,40
1120,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(Cl)c(Cl)c4)n3)nc2n(CCC)c1=O,40
1788,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,40
2366,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(C)cc4)c3)[nH]c2n(CCC)c1=O,40
1813,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O,39.81
2322,Nc1nnc(-c2cc(Cl)cc(Cl)c2)c(-c2ccccc2)n1,39.81
3268,N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccccc1,39.81
482,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,39.6
1236,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,39.6
1429,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,39.6
2109,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,39.6
2917,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,39.6
718,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5ccc(Cl)cc5)n4)c3)[nH]c2n(CCC)c1=O,39
945,CCCn1c(=O)c2nc(-c3cc(NC(=O)Nc4cccc(Cl)c4)nn3C)[nH]c2n(CCC)c1=O,39
1273,CCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,39
2358,COc1ncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)cn1,39
907,COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(Br)cc1,38.9
1327,COCCn1c(=O)c2c(nc(Cc3c(F)cccc3F)n2C)n(Cc2ccco2)c1=O,38.9
2098,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(=O)OCc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,38.9
19,CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,38
376,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,38
719,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5ccccc5Cl)n4)c3)[nH]c2n(CCC)c1=O,38
851,CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,38
1540,CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,38
2325,CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,38
160,CCOC(=O)C1=C(C(F)(F)F)Nc2nc3ccccc3n2C1c1ccoc1,37.42
2785,CCOC(=O)C1=C(C(F)(F)F)Nc2nc3ccccc3n2C1c1ccoc1,37.42
700,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Cl)c2n(CCC)c1=O,37.15
7,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O,37
962,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C,37
998,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4OC)c3)[nH]c2n(CCC)c1=O,37
1679,C=CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,37
1929,O=C(COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)NCc1ccccc1,37
2439,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(OC)cc4)c3)[nH]c2n(CCC)c1=O,37
2490,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4C(F)(F)F)c3)[nH]c2n(CCC)c1=O,37
3227,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2,36.9
440,CCCn1c(=O)c2nc(-c3ccc(NC(C)=O)cc3)[nH]c2n(CCC)c1=O,36.7
519,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl,36
1110,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(C(=O)O)cc4)nn3C)[nH]c2n(CCC)c1=O,36
2309,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(C(=O)O)cc4)nn3C)[nH]c2n(CCC)c1=O,36
2725,CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(C)c4)c3)[nH]c2n(CCC)c1=O,36
342,CCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2cccs2)c1=O,35.48
405,Cn1c(Cc2cccs2)nc2c1c(=O)n(CC1CC1)c(=O)n2Cc1ccco1,35.48
3176,C#CCCCCNC(=O)C12CCC(c3nc4c(=O)n(CCCC)c(=O)n(CCCNC(=O)c5ccc(S(=O)(=O)F)cc5)c4[nH]3)(CC1)CC2,35.4
189,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5cc(OC)ccc5[nH]4)no3)nc2n(CCC)c1=O,35
272,O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,35
311,CCCn1c(=O)c2[nH]c(-c3ccco3)c(OS(=O)(=O)O)c2n(CCC)c1=O,35
777,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(Br)cc4)n3)nc2n(CCC)c1=O,35
939,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,35
1015,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(F)c(F)c4)c3)[nH]c2n(CCC)c1=O,35
1112,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccccc4)nn3C)[nH]c2n(CCC)c1=O,35
2135,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CC)c1=O,35
2346,CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1,35
2551,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,35
2679,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccccc4)nn3C)[nH]c2n(CCC)c1=O,35
701,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(O)cc4)cc3)cc2n(CCC)c1=O,34.67
1453,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C5=NC(C)(C)CO5)cc4)cc3)cc2n(CCC)c1=O,34.67
3174,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(C#N)c2)n1,34.6
2060,CCCn1c(=O)[nH]c2[nH]c(C3CCCC3)nc2c1=O,34.4
54,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,34.2
592,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccccc4)n(C)n3)[nH]c2n(CCC)c1=O,34
740,N#Cc1c(-c2ccco2)cc(-c2ccco2)nc1N,34
1373,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,34
2119,CCCn1c(=O)[nH]c2[nH]c(C3CCCC3)nc2c1=O,34
2235,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccccc4)n(C)n3)[nH]c2n(CCC)c1=O,34
2359,[O-][n+]1cccc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,34
2712,CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(OC)c4)c3)[nH]c2n(CCC)c1=O,34
2799,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O,34
265,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC(=O)O)cc4)cc3)cc2n(CCC)c1=O,33.88
336,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccnc4)cc3)nc2n(CCCOC)c1=O,33.88
2588,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NC(c4ccccc4)c4ccccc4)cc3)[nH]c2n(CCC)c1=O,33.7
266,CCCn1c(=O)c2nc(-c3ccc(OCC(N)=O)cc3)[nH]c2n(CCC)c1=O,33.11
661,O=C(Nc1ccc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,33
1155,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4C)c3)[nH]c2n(CCC)c1=O,33
491,Cn1c(=O)c2c(nc(Cc3ccco3)n2C)n(Cc2ccco2)c1=O,32.36
665,COc1cc(OCC(=O)N2CCN(c3ccccc3)CC2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,32.36
584,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5cccc(Cl)c5)no4)c3)[nH]c2n(CCC)c1=O,32
1204,O=C(Nc1cnc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,32
1487,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(C(=O)OCC)cc4)nn3C)[nH]c2n(CCC)c1=O,32
2123,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(C(=O)OCC)cc4)nn3C)[nH]c2n(CCC)c1=O,32
2657,O=C(Nc1ccc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,32
9,Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(C)c1=O,31.62
2173,CCCn1c(=O)[nH]c2cc(-c3ccc(OCc4nc(-c5ccc(Br)cc5)no4)cc3)[nH]c2c1=O,31.62
2447,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Nc4ccccc4)cc3)nc2c1=O,31.4
2699,CC1=C(C(=O)OC(C)C)C(c2ccc[nH]2)n2c(nc3ccccc32)N1,31.3
3203,COc1cccc(-c2nc(N)nc(-c3ccccc3)c2C#N)c1,31.2
178,Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)NC(C)(C)c4ccccc4)ccc3[nH]c2=O)on1,31
415,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CC)c1=O,31
742,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,31
910,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,31
2427,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21,31
2810,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1CCCc1ccccc1,31
1193,CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)n2C)n(C)c1=O,30.9
2393,COc1ccc(C2CCN(C(=O)COc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3OC)CC2)cc1,30.9
53,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,30
114,O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,30
518,CSc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C,30
659,O=C(Nc1ccc(-c2ccncc2)c(-c2cnco2)n1)C1CC1,30
734,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5cc(F)ccc5[nH]4)nn3C)nc2n(CCC)c1=O,30
976,O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,30
1246,CC(=O)Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1,30
1761,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,30
1888,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,30
2168,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2c1=O,30
2756,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,30
339,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccsc1,29.71
1418,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccsc1,29.71
3009,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccsc1,29.71
2742,N#Cc1c(-c2ccccc2)nc(Nc2ccccc2)nc1-c1cccnc1,29.7
1321,CC1=C(C(=O)OC(C)C(F)(F)F)C(c2ccco2)n2c(nc3ccccc32)N1,29.6
3261,CC1=C(C(=O)OC(C)C)C(c2cnoc2)n2c(nc3ccccc32)N1,29.6
1572,CC1=C(C(=O)OC(C)C)C(c2ccsc2)n2c(nc3ccccc32)N1,29.34
2232,CC1=C(C(=O)OC(C)C)C(c2ccsc2)n2c(nc3ccccc32)N1,29.34
2788,CC1=C(C(=O)OC(C)C)C(c2ccsc2)n2c(nc3ccccc32)N1,29.34
3162,CC1=C(C(=O)OC(C)C(F)(F)F)C(c2ccco2)n2c(nc3ccccc32)N1,29.06
455,CCCn1c(=O)c2[nH]c(-c3cnn(CC#Cc4ccccc4C(F)(F)F)c3)nc2n(CCC)c1=O,29
1126,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(Cl)ccc4Cl)c3)[nH]c2n(CCC)c1=O,29
2494,O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,29
2154,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccncc4)cc3)cc2n(CCC)c1=O,28.18
90,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4F)c3)[nH]c2n(CCC)c1=O,28
157,Cn1cc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)ccc1=O,28
547,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(Cl)cc4)nn3C)[nH]c2n(CCC)c1=O,28
623,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,28
640,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(Cl)cc4)nn3C)[nH]c2n(CCC)c1=O,28
958,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,28
1519,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,28
1559,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4cccc(Cl)c4)n3)nc2n(CCC)c1=O,28
1857,C[C@H](NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)c1ccccc1,28
1930,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)c1ccccc1,28
2344,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(I)cc4)n3)nc2n(CCC)c1=O,28
2383,CC(C)Cn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2c1=O,28
3053,CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCc4ccccc4)cc3)[nH]c2c1=O,27.9
354,CC(NC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)c1ccccc1,27.54
799,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)cc4)cc3)c(Cl)c2n(CCC)c1=O,27.54
865,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)c(Cl)c2n(CCC)c1=O,27.54
1954,COCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,27.54
2283,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(O)cc5)CC4)cc3)cc2n(C)c1=O,27.54
2042,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)NCCO)cc3)nc2c1=O,27.1
3164,CC1=C(C(=O)OCC(F)(F)F)C(c2ccco2)n2c(nc3ccccc32)N1,27.03
3287,CC1=C(C(=O)OCC(F)(F)F)C(c2ccco2)n2c(nc3ccccc32)N1,27.03
85,Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,27
2357,Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,27
2584,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,27
227,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)cc2n(CCC)c1=O,26.92
2212,CCn1c(=O)c2c(nc(Cc3ccco3)n2C)n(Cc2cccs2)c1=O,26.92
1749,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NN4C(=O)C(C)=C(C)C4=O)cc3)[nH]c2n(CCC)c1=O,26.6
3144,CCCCn1c(=O)c2nc(C34CCC(C(=O)NCCCCN=[N+]=[N-])(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,26.3
1050,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc2c1=O,26
1686,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(/C=C/C(=O)OC)cc3)nc2c1=O,26
2017,COc1ccc(NC(=O)Nc2nc3nn(C)c(N4CCN(C)CC4)c3c3nc(-c4ccco4)nn23)cc1,26
2172,O=C(Nc1cnc(-c2c(F)cncc2F)c(-c2cccnc2)n1)C1CC1,26
2428,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,26
420,CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5)CC4)cc3)cc21,25.7
668,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CC)c1=O,25.7
908,COc1cc(OCC(=O)Nc2ccc(F)cc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,25.12
1479,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(N)=O)cc4)cc3)cc2n(CCC)c1=O,25.12
1464,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,25
2006,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5c(C(F)(F)F)cc(C(F)(F)F)cc5[nH]4)nn3C)nc2n(CCC)c1=O,25
2227,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,25
2755,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5)on4)c3)nc2n(CC)c1=O,25
2770,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,25
800,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Br)c2n(CCC)c1=O,24.55
1240,CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,24.55
2158,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)c(Cl)c2n(CCC)c1=O,24.55
2234,CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCCC4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)[nH]c2c1=O,24.4
2505,CC1=C(C(=O)OC(C)C)C(c2ccco2)N/C(=N/C#N)N1,24.3
483,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(C(=O)O)cc3)nc2c1=O,24
545,Nc1nc(-c2ccco2)c2nnn(Cc3c(F)cccc3F)c2n1,24
678,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,24
727,c1coc(-c2nc(Nc3cncnc3)ncc2-c2ccncn2)c1,24
1083,C=CCn1c(=O)c2[nH]c(-c3cc(OCC(=O)N4CCN(c5ccccc5)CC4)nn3C)nc2n(CC=C)c1=O,24
1689,COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1,24
1777,CC(C)Cn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O,24
1845,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,24
1882,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)cc2n(CCC)c1=O,24
1884,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4noc(-c5ccc(C(F)(F)F)cc5)n4)c3)nc2n(CC)c1=O,24
2269,CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3)c(O)c2n(CCC)c1=O,24
2592,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5cccc(F)c5)C4)c3)nc2n(CC)c1=O,24
2652,C=CCn1c(=O)c2[nH]c(-c3cc(OCC(=O)N4CCN(c5ccccc5)CC4)nn3C)nc2n(CC=C)c1=O,24
2760,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,24
3282,CCCn1c(=O)c2[nH]c(-c3ccc(N=C=S)cc3)nc2n(CCC)c1=O,23.99
825,CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,23.6
1087,CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,23.6
1404,CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,23.6
1430,CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,23.6
2334,CCOC(=O)C1=C(C)NC(=O)NC1c1ccsc1,23.6
2327,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cnoc1,23.4
4,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4noc(-c5ccc(Cl)cc5)n4)c3)[nH]c2c1=O,23
79,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)nc2c1=O,23
156,CCCn1c(=O)c2[nH]c(-c3ccco3)c(O)c2n(CCC)c1=O,23
379,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,23
571,CC#CCn1cc(-c2nc3c([nH]2)c(=O)n(CCC)c(=O)n3CCC)cn1,23
1185,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(C#N)cc5)C4)c3)nc2n(CCC)c1=O,23
1245,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,23
1283,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4cnnn4)cc3)sc12,23
1372,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5ccccc5[nH]4)no3)nc2n(CCC)c1=O,23
1547,Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c(F)c1,23
2262,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C.Cl,23
2949,COc1ccc(N2CCOCC2)c2sc(NC(=O)C3(C)CCC(O)CC3)nc12,23
1454,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)c(Cl)c2n(CCC)c1=O,22.91
3281,CCCCn1c(=O)c2nc(C34CCC(C(=O)NCCOCCOCCN=[N+]=[N-])(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,22.9
223,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCc5ccccc54)cc3)cc2n(C)c1=O,22.39
71,COc1ccc(N(C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,22
412,CCCn1c(=O)c2[nH]c(-c3cnn(-c4cccnc4)c3)nc2n(CC)c1=O,22
736,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5cc(C)c(C)cc5[nH]4)nn3C)nc2n(CCC)c1=O,22
947,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(C(F)(F)F)ccc4Cl)c3)[nH]c2n(CCC)c1=O,22
967,COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1,22
1032,CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cc(-c5ccccc5)on4)c3)[nH]c2c1=O,22
1227,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,22
1277,CCCn1c(=O)c2[nH]c(-c3cnn(-c4cccnc4)c3)nc2n(CC)c1=O,22
1279,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)sc12,22
1638,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5c(Cl)cc(C(F)(F)F)cc5[nH]4)no3)nc2n(CCC)c1=O,22
1642,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,22
1709,CCCn1c(=O)c2nc(-c3cnn(CC(=O)Nc4ccccc4Cl)c3)[nH]c2n(CCC)c1=O,22
2134,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,22
2187,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(F)cc4)c3)[nH]c2n(CCC)c1=O,22
2573,COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1,22
2585,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,22
2790,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,22
3049,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(C(F)(F)F)ccc4Cl)c3)[nH]c2n(CCC)c1=O,22
2076,CCCn1c(=O)[nH]c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)cc21,21.88
2314,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)[nH]c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,21.88
2838,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccco1,21.8
1219,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5cccc(OC)c5)C4)c3)nc2n(CCC)c1=O,21.6
